district.x,school.x,school_id,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,year,district.y,school.y,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races
"The School
District Of
Greenville
County",Bryson Elementary School,2301040,E,703 Bryson Drive,Simpsonville,SC,29681,K-5,791,864-355-3610,https://www.greenville.k12.sc.us/brysone/,Andreya C. Boggs,38,2021,"The School
District Of
Greenville
County",Bryson Elementary School,E,53.3,20.5,53.7,23.7,56.7,NA,23.6,806,399,407,187,374,NA,0,538,245
"The School
District Of
Greenville
County",Berea Middle School,2301042,M,"151 Berea Middle
School Road",Greenville,SC,29617,6-8,854,864-355-1700,https://www.greenville.k12.sc.us/beream/,"Corey O.
Collington",47,2017,The School District of Greenville County,Berea Middle School,M,26.2,34.3,20.2,36.7,33,37.4,NA,664,295,369,212,190,NA,NA,NA,262
"The School
District Of
Greenville
County",Berea Middle School,2301042,M,"151 Berea Middle
School Road",Greenville,SC,29617,6-8,854,864-355-1700,https://www.greenville.k12.sc.us/beream/,"Corey O.
Collington",47,2018,The School District Of Greenville County,Berea Middle School,M,25.7,36.9,25.7,37.8,35.8,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",Berea Middle School,2301042,M,"151 Berea Middle
School Road",Greenville,SC,29617,6-8,854,864-355-1700,https://www.greenville.k12.sc.us/beream/,"Corey O.
Collington",47,2019,The School District Of Greenville County,Berea Middle School,M,28.1,38.5,22.9,45.4,35.7,NA,43,802,360,442,222,201,NA,0,666,379
"The School
District Of
Greenville
County",Berea Middle School,2301042,M,"151 Berea Middle
School Road",Greenville,SC,29617,6-8,854,864-355-1700,https://www.greenville.k12.sc.us/beream/,"Corey O.
Collington",47,2021,"The School
District Of
Greenville
County",Berea Middle School,M,27.9,45.3,13.6,55.4,27.8,NA,53.6,856,388,468,272,182,NA,0,766,402
"The School
District Of
Greenville
County","Sue Cleveland Elementary
School",2301043,E,"375 Woodmont School
Rd Ext",Piedmont,SC,29673,K-5,529,864-355-4200,https://www.greenville.k12.sc.us/sueclev/,Christie Earley,28,2017,The School District of Greenville County,Sue Cleveland Elementary School,E,25.8,30.9,26.1,32.6,NA,NA,NA,624,287,337,286,297,NA,NA,NA,41
"The School
District Of
Greenville
County","Sue Cleveland Elementary
School",2301043,E,"375 Woodmont School
Rd Ext",Piedmont,SC,29673,K-5,529,864-355-4200,https://www.greenville.k12.sc.us/sueclev/,Christie Earley,28,2018,The School District Of Greenville County,Sue Cleveland Elementary School,E,26.5,34.3,38.5,27.6,42.6,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County","Sue Cleveland Elementary
School",2301043,E,"375 Woodmont School
Rd Ext",Piedmont,SC,29673,K-5,529,864-355-4200,https://www.greenville.k12.sc.us/sueclev/,Christie Earley,28,2019,The School District Of Greenville County,Sue Cleveland Elementary School,E,35.1,32.1,41.7,29.1,42.3,NA,24,598,263,335,208,266,NA,0,519,124
"The School
District Of
Greenville
County","Sue Cleveland Elementary
School",2301043,E,"375 Woodmont School
Rd Ext",Piedmont,SC,29673,K-5,529,864-355-4200,https://www.greenville.k12.sc.us/sueclev/,Christie Earley,28,2021,"The School
District Of
Greenville
County","Sue Cleveland Elementary
School",E,27.9,42.6,29.3,43.5,37.8,NA,33.8,535,247,288,219,211,NA,0,483,105
"The School
District Of
Greenville
County",Sara Collins Elementary,2301044,E,"1200 Parkins Mill
Road",Greenville,SC,29607,K-5,801,864-355-3200,https://www.greenville.k12.sc.us/scollins,Dr. Melissa Burns,46,2017,The School District of Greenville County,Sara Collins Elementary,E,60,17,59.599999999999994,16.3,NA,NA,NA,868,433,435,261,524,NA,NA,NA,83
"The School
District Of
Greenville
County",Sara Collins Elementary,2301044,E,"1200 Parkins Mill
Road",Greenville,SC,29607,K-5,801,864-355-3200,https://www.greenville.k12.sc.us/scollins,Dr. Melissa Burns,46,2018,The School District Of Greenville County,Sara Collins Elementary School,E,62.8,16.4,66.3,16.9,67.7,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",Sara Collins Elementary,2301044,E,"1200 Parkins Mill
Road",Greenville,SC,29607,K-5,801,864-355-3200,https://www.greenville.k12.sc.us/scollins,Dr. Melissa Burns,46,2019,The School District Of Greenville County,Sara Collins Elementary,E,60.2,18.6,61.9,16.3,76.8,NA,9.7,923,471,452,257,535,NA,0,401,131
"The School
District Of
Greenville
County",Sara Collins Elementary,2301044,E,"1200 Parkins Mill
Road",Greenville,SC,29607,K-5,801,864-355-3200,https://www.greenville.k12.sc.us/scollins,Dr. Melissa Burns,46,2021,"The School
District Of
Greenville
County",Sara Collins Elementary,E,55.2,25.1,54.5,29.5,54.3,NA,21.7,797,425,372,233,443,NA,0,389,121
"The School
District Of
Greenville
County",Plain Elementary School,2301046,E,506 Neely Ferry Road,Simpsonville,SC,29680,K-5,888,864-355-7701,www.greenville.k12.sc.us/plaine,Debbie Mihalic,45,2017,The School District of Greenville County,Plain Elementary,E,61.199999999999996,12,66.30000000000001,12.2,NA,NA,NA,905,438,467,197,623,NA,NA,NA,85
"The School
District Of
Greenville
County",Plain Elementary School,2301046,E,506 Neely Ferry Road,Simpsonville,SC,29680,K-5,888,864-355-7701,www.greenville.k12.sc.us/plaine,Debbie Mihalic,45,2018,The School District Of Greenville County,Plain Elementary School,E,61.3,11.7,69.9,12.2,71.8,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",Plain Elementary School,2301046,E,506 Neely Ferry Road,Simpsonville,SC,29680,K-5,888,864-355-7701,www.greenville.k12.sc.us/plaine,Debbie Mihalic,45,2019,The School District Of Greenville County,Plain Elementary School,E,67.6,10.9,66.9,11.6,70,NA,13.3,953,467,486,149,648,NA,0,410,156
"The School
District Of
Greenville
County",Plain Elementary School,2301046,E,506 Neely Ferry Road,Simpsonville,SC,29680,K-5,888,864-355-7701,www.greenville.k12.sc.us/plaine,Debbie Mihalic,45,2021,"The School
District Of
Greenville
County",Plain Elementary School,E,63.7,15,60.1,17,69.1,NA,11.4,892,448,444,159,575,NA,0,445,158
"The School
District Of
Greenville
County","Crestview Elementary
School",2301047,E,"509 American Legion
Rd.",Greer,SC,29651,PK-5,630,8643552600,https://www.greenville.k12.sc.us/crestv/,David Langston,32,2017,The School District of Greenville County,Crestview Elementary School,E,38.6,28.9,50.400000000000006,22.2,NA,NA,NA,667,337,330,179,371,NA,NA,NA,117
"The School
District Of
Greenville
County","Crestview Elementary
School",2301047,E,"509 American Legion
Rd.",Greer,SC,29651,PK-5,630,8643552600,https://www.greenville.k12.sc.us/crestv/,David Langston,32,2018,The School District Of Greenville County,Crestview Elementary School,E,38.2,30.9,45.6,26.6,44,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County","Crestview Elementary
School",2301047,E,"509 American Legion
Rd.",Greer,SC,29651,PK-5,630,8643552600,https://www.greenville.k12.sc.us/crestv/,David Langston,32,2019,The School District Of Greenville County,Crestview Elementary School,E,48.1,26.7,56.6,17.3,57.1,NA,23.2,699,349,350,162,380,NA,0,492,157
"The School
District Of
Greenville
County","Crestview Elementary
School",2301047,E,"509 American Legion
Rd.",Greer,SC,29651,PK-5,630,8643552600,https://www.greenville.k12.sc.us/crestv/,David Langston,32,2021,"The School
District Of
Greenville
County",Crestview Elementary School,E,45.5,32.3,43.8,31.9,45.9,NA,30.6,626,305,321,141,325,NA,0,475,160
"The School
District Of
Greenville
County",Duncan Chapel Elementary,2301051,E,"210 Duncan Chapel
Rd.",Greenville,SC,29617,PK-5,597,864-355-2700,https://www.greenville.k12.sc.us/dchapel/,"Dr. Stephanie
Lowry",36,2017,The School District of Greenville County,Duncan Chapel Elementary School,E,37.7,27,50.8,21.8,NA,NA,NA,662,328,334,218,230,NA,NA,NA,214
"The School
District Of
Greenville
County",Duncan Chapel Elementary,2301051,E,"210 Duncan Chapel
Rd.",Greenville,SC,29617,PK-5,597,864-355-2700,https://www.greenville.k12.sc.us/dchapel/,"Dr. Stephanie
Lowry",36,2018,The School District Of Greenville County,Duncan Chapel Elementary,E,44,29.1,56.7,15.6,51.1,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",Duncan Chapel Elementary,2301051,E,"210 Duncan Chapel
Rd.",Greenville,SC,29617,PK-5,597,864-355-2700,https://www.greenville.k12.sc.us/dchapel/,"Dr. Stephanie
Lowry",36,2019,The School District Of Greenville County,Duncan Chapel Elementary School,E,48.6,28.8,59,14.7,50.5,NA,25.7,656,315,341,202,216,NA,0,536,238
"The School
District Of
Greenville
County",Duncan Chapel Elementary,2301051,E,"210 Duncan Chapel
Rd.",Greenville,SC,29617,PK-5,597,864-355-2700,https://www.greenville.k12.sc.us/dchapel/,"Dr. Stephanie
Lowry",36,2021,"The School
District Of
Greenville
County",Duncan Chapel Elementary,E,28.1,44.2,33.3,39.1,42,NA,27.3,587,271,316,200,173,NA,0,490,214
"The School
District Of
Greenville
County",Woodmont Middle School,2301052,M,325 N. Flat Rock Rd.,Piedmont,SC,29673,6-8,795,864-355-8500,www.greenville.k12.sc.us/wdmontm,"Jennifer Mims
Couch",36,2017,The School District of Greenville County,Woodmont Middle School,M,23,40.9,21.3,37.3,33,35.7,NA,648,316,332,263,325,NA,NA,NA,60
"The School
District Of
Greenville
County",Woodmont Middle School,2301052,M,325 N. Flat Rock Rd.,Piedmont,SC,29673,6-8,795,864-355-8500,www.greenville.k12.sc.us/wdmontm,"Jennifer Mims
Couch",36,2018,The School District Of Greenville County,Woodmont Middle School,M,25.8,40.7,24.2,40.1,37.7,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",Woodmont Middle School,2301052,M,325 N. Flat Rock Rd.,Piedmont,SC,29673,6-8,795,864-355-8500,www.greenville.k12.sc.us/wdmontm,"Jennifer Mims
Couch",36,2019,The School District Of Greenville County,Woodmont Middle School,M,36.3,33.2,20.3,42.4,40.7,NA,40.7,715,321,394,283,318,NA,0,497,114
"The School
District Of
Greenville
County",Woodmont Middle School,2301052,M,325 N. Flat Rock Rd.,Piedmont,SC,29673,6-8,795,864-355-8500,www.greenville.k12.sc.us/wdmontm,"Jennifer Mims
Couch",36,2021,"The School
District Of
Greenville
County",Woodmont Middle School,M,38.4,29.8,20.6,47.3,35.1,NA,46,794,382,412,298,343,NA,0,632,153
"The School
District Of
Greenville
County",East North Street Academy,2301054,E,1720 East North Street,"Greenville, South
Carolina",SC,29607,PK-5,732,864-355-2900,www.greenville.k12.sc.us/enorthst/,"Dr. Dawn M.
Hooker",40,2017,The School District of Greenville County,East North Street Academy,E,38.9,26.2,52.4,23.3,NA,NA,NA,758,373,385,390,166,NA,NA,NA,202
"The School
District Of
Greenville
County",East North Street Academy,2301054,E,1720 East North Street,"Greenville, South
Carolina",SC,29607,PK-5,732,864-355-2900,www.greenville.k12.sc.us/enorthst/,"Dr. Dawn M.
Hooker",40,2018,The School District Of Greenville County,East North Street Academy,E,39.3,29,50.6,21.3,51.3,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",East North Street Academy,2301054,E,1720 East North Street,"Greenville, South
Carolina",SC,29607,PK-5,732,864-355-2900,www.greenville.k12.sc.us/enorthst/,"Dr. Dawn M.
Hooker",40,2019,The School District Of Greenville County,East North Street Academy,E,45.6,25.5,59.3,18.5,59.6,NA,12.5,773,350,423,349,192,NA,0,618,232
"The School
District Of
Greenville
County",East North Street Academy,2301054,E,1720 East North Street,"Greenville, South
Carolina",SC,29607,PK-5,732,864-355-2900,www.greenville.k12.sc.us/enorthst/,"Dr. Dawn M.
Hooker",40,2021,"The School
District Of
Greenville
County",East North Street Academy,E,40.2,33.6,46.4,33.4,45.4,NA,28.7,730,333,397,352,173,NA,0,614,205
"The School
District Of
Greenville
County",Fork Shoals School,2301057,E,916 McKelvey Road,Pelzer,SC,29669,K-5,673,864-355-5000,www.greenville.k12.sc.us/forksh,Kim Reid,37,2017,The School District of Greenville County,Fork Shoals School,E,50.099999999999994,21.1,48.3,19.6,NA,NA,NA,757,373,384,119,562,NA,NA,NA,76
"The School
District Of
Greenville
County",Fork Shoals School,2301057,E,916 McKelvey Road,Pelzer,SC,29669,K-5,673,864-355-5000,www.greenville.k12.sc.us/forksh,Kim Reid,37,2018,The School District Of Greenville County,Fork Shoals School,E,51.8,16.9,50,20.3,55.2,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",Fork Shoals School,2301057,E,916 McKelvey Road,Pelzer,SC,29669,K-5,673,864-355-5000,www.greenville.k12.sc.us/forksh,Kim Reid,37,2019,The School District Of Greenville County,Fork Shoals School,E,63.4,14.2,55.7,15.3,69.6,NA,12.3,793,375,418,100,589,NA,0,359,104
"The School
District Of
Greenville
County",Fork Shoals School,2301057,E,916 McKelvey Road,Pelzer,SC,29669,K-5,673,864-355-5000,www.greenville.k12.sc.us/forksh,Kim Reid,37,2021,"The School
District Of
Greenville
County",Fork Shoals School,E,53.4,22.7,47.5,26.7,54.9,NA,24.6,685,330,355,81,500,NA,0,384,104
"The School
District Of
Greenville
County","Fountain Inn Elementary
School",2301058,E,"
608 Fairview Street
",Fountain Inn,SC,29644,PK-5,750,864-355-5100,https://www.greenville.k12.sc.us/ftinn/,stephanie reese,33,2017,The School District of Greenville County,Fountain Inn Elementary,E,35.900000000000006,28.2,37.9,25.3,NA,NA,NA,772,381,391,306,403,NA,NA,NA,63
"The School
District Of
Greenville
County","Fountain Inn Elementary
School",2301058,E,"
608 Fairview Street
",Fountain Inn,SC,29644,PK-5,750,864-355-5100,https://www.greenville.k12.sc.us/ftinn/,stephanie reese,33,2018,The School District Of Greenville County,Fountain Inn Elementary School,E,39.5,26.5,53.5,20.3,53.5,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County","Fountain Inn Elementary
School",2301058,E,"
608 Fairview Street
",Fountain Inn,SC,29644,PK-5,750,864-355-5100,https://www.greenville.k12.sc.us/ftinn/,stephanie reese,33,2019,The School District Of Greenville County,Fountain Inn Elementary School,E,56.1,18.4,64.3,16.7,58.7,NA,26,746,347,399,268,359,NA,0,549,119
"The School
District Of
Greenville
County","Fountain Inn Elementary
School",2301058,E,"
608 Fairview Street
",Fountain Inn,SC,29644,PK-5,750,864-355-5100,https://www.greenville.k12.sc.us/ftinn/,stephanie reese,33,2021,"The School
District Of
Greenville
County","Fountain Inn Elementary
School",E,47.6,25.2,48.6,24.9,48.3,NA,30.8,736,368,368,261,361,NA,0,552,114
"The School
District Of
Greenville
County","Greenville Middle Academy
Of Traditional & Global
Studies",2301059,M,339 Lowndes Avenue,Greenville,SC,29607,6-8,796,864-355-5600,www.greenville.k12.sc.us/gvillem,"Y.C. (Nicky)
Andrews",43,2017,The School District of Greenville County,Greenville Middle Academy,M,61.5,11,45.1,20.4,59.8,17.5,NA,827,436,391,214,444,NA,NA,NA,169
"The School
District Of
Greenville
County","Greenville Middle Academy
Of Traditional & Global
Studies",2301059,M,339 Lowndes Avenue,Greenville,SC,29607,6-8,796,864-355-5600,www.greenville.k12.sc.us/gvillem,"Y.C. (Nicky)
Andrews",43,2018,The School District Of Greenville County,Greenville Middle Academy Of Traditional And Global Studies,M,57.8,14.8,45,25.3,55.4,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County","Greenville Middle Academy
Of Traditional & Global
Studies",2301059,M,339 Lowndes Avenue,Greenville,SC,29607,6-8,796,864-355-5600,www.greenville.k12.sc.us/gvillem,"Y.C. (Nicky)
Andrews",43,2019,The School District Of Greenville County,Greenville Middle Academy Of Traditional And Global Studies,M,62,16.4,51.7,20.7,61.5,NA,20.5,851,439,412,203,435,NA,0,411,213
"The School
District Of
Greenville
County","Greenville Middle Academy
Of Traditional & Global
Studies",2301059,M,339 Lowndes Avenue,Greenville,SC,29607,6-8,796,864-355-5600,www.greenville.k12.sc.us/gvillem,"Y.C. (Nicky)
Andrews",43,2021,"The School
District Of
Greenville
County","Greenville Middle Academy
Of Traditional & Global
Studies",M,59.7,18,45.5,24.8,49.6,NA,27.7,798,409,389,188,402,NA,0,434,208
"The School
District Of
Greenville
County",Greer Middle School,2301060,M,3032 E Gap Creek Rd,Greer,SC,29651,6-8,1051,8643555810,https://www.greenville.k12.sc.us/greerms/,Stephanie Lackey,46,2017,The School District of Greenville County,Greer Middle School,M,31,29,29.2,28,47.8,25.4,NA,895,397,498,203,451,NA,NA,NA,241
"The School
District Of
Greenville
County",Greer Middle School,2301060,M,3032 E Gap Creek Rd,Greer,SC,29651,6-8,1051,8643555810,https://www.greenville.k12.sc.us/greerms/,Stephanie Lackey,46,2018,The School District Of Greenville County,Greer Middle School,M,37.4,26,33.5,27.9,45.1,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",Greer Middle School,2301060,M,3032 E Gap Creek Rd,Greer,SC,29651,6-8,1051,8643555810,https://www.greenville.k12.sc.us/greerms/,Stephanie Lackey,46,2019,The School District Of Greenville County,Greer Middle School,M,41.6,26.2,34.9,31.5,46.5,NA,33.8,985,473,512,201,462,NA,0,681,322
"The School
District Of
Greenville
County",Greer Middle School,2301060,M,3032 E Gap Creek Rd,Greer,SC,29651,6-8,1051,8643555810,https://www.greenville.k12.sc.us/greerms/,Stephanie Lackey,46,2021,"The School
District Of
Greenville
County",Greer Middle School,M,37.2,30.6,23.1,45,43.4,NA,36.6,1070,489,581,231,493,NA,0,790,346
"The School
District Of
Greenville
County",Hollis Academy,2301061,E,200 Goodrich St.,Greenville,SC,29611,PK-5,621,864-355-4800,https://www.greenville.k12.sc.us/hollise/,"Sofia
Tsambounieris",45,2017,The School District of Greenville County,Hollis Academy,E,30.9,27.7,44.5,24.2,NA,NA,NA,688,327,361,312,79,NA,NA,NA,297
"The School
District Of
Greenville
County",Hollis Academy,2301061,E,200 Goodrich St.,Greenville,SC,29611,PK-5,621,864-355-4800,https://www.greenville.k12.sc.us/hollise/,"Sofia
Tsambounieris",45,2018,The School District Of Greenville County,Hollis Academy,E,35.2,26.1,46.6,21.4,48.6,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",Hollis Academy,2301061,E,200 Goodrich St.,Greenville,SC,29611,PK-5,621,864-355-4800,https://www.greenville.k12.sc.us/hollise/,"Sofia
Tsambounieris",45,2019,The School District Of Greenville County,Hollis Academy,E,39.2,33.3,51.6,22.7,56.2,NA,21.5,753,358,395,310,74,NA,0,703,369
"The School
District Of
Greenville
County",Hollis Academy,2301061,E,200 Goodrich St.,Greenville,SC,29611,PK-5,621,864-355-4800,https://www.greenville.k12.sc.us/hollise/,"Sofia
Tsambounieris",45,2021,"The School
District Of
Greenville
County",Hollis Academy,E,22.1,44.6,29.3,42.3,30.9,NA,37.3,621,301,320,213,64,NA,0,589,344
"The School
District Of
Greenville
County","Hughes Academy Of
Science And Technology",2301062,M,122 DeOyley Ave.,Greenville,SC,29605,6-8,1017,8643556200,https://www.greenville.k12.sc.us/hughes/,Jordan Finlay,50,2017,The School District of Greenville County,Hughes Academy of Science and Technology,M,41.2,24.9,37,31.6,45.2,30.9,NA,955,440,515,359,360,NA,NA,NA,236
"The School
District Of
Greenville
County","Hughes Academy Of
Science And Technology",2301062,M,122 DeOyley Ave.,Greenville,SC,29605,6-8,1017,8643556200,https://www.greenville.k12.sc.us/hughes/,Jordan Finlay,50,2018,The School District Of Greenville County,Hughes Academy Of Science And Technology,M,40.3,29.3,36.5,34.2,47.5,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County","Hughes Academy Of
Science And Technology",2301062,M,122 DeOyley Ave.,Greenville,SC,29605,6-8,1017,8643556200,https://www.greenville.k12.sc.us/hughes/,Jordan Finlay,50,2019,The School District Of Greenville County,Hughes Academy Of Science And Technology,M,47.2,28.6,39.7,32.3,49,NA,32.8,1029,442,587,355,392,NA,0,608,282
"The School
District Of
Greenville
County","Hughes Academy Of
Science And Technology",2301062,M,122 DeOyley Ave.,Greenville,SC,29605,6-8,1017,8643556200,https://www.greenville.k12.sc.us/hughes/,Jordan Finlay,50,2021,"The School
District Of
Greenville
County","Hughes Academy Of Science
And Technology",M,46.7,24.8,35.6,35.2,51.2,NA,31.2,1022,499,523,342,356,NA,0,653,324
"The School
District Of
Greenville
County","Lake Forest Elementary
School",2301063,E,16 Berkshire Avenue,Greenville,SC,29615,PK-5,744,8643554000,https://www.greenville.k12.sc.us/lforest/,Julie R. Cooke,39,2017,The School District of Greenville County,Lake Forest Elementary School,E,44.2,25.1,52.7,21.6,NA,NA,NA,879,432,447,219,329,NA,NA,NA,331
"The School
District Of
Greenville
County","Lake Forest Elementary
School",2301063,E,16 Berkshire Avenue,Greenville,SC,29615,PK-5,744,8643554000,https://www.greenville.k12.sc.us/lforest/,Julie R. Cooke,39,2018,The School District Of Greenville County,Lake Forest Elementary School,E,46,24,55.9,20.1,65.6,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County","Lake Forest Elementary
School",2301063,E,16 Berkshire Avenue,Greenville,SC,29615,PK-5,744,8643554000,https://www.greenville.k12.sc.us/lforest/,Julie R. Cooke,39,2019,The School District Of Greenville County,Lake Forest Elementary School,E,46.9,29.7,46.6,25.4,59.7,NA,17.6,799,386,413,155,278,NA,0,584,366
"The School
District Of
Greenville
County","Lake Forest Elementary
School",2301063,E,16 Berkshire Avenue,Greenville,SC,29615,PK-5,744,8643554000,https://www.greenville.k12.sc.us/lforest/,Julie R. Cooke,39,2021,"The School
District Of
Greenville
County","Lake Forest Elementary
School",E,45.4,33.7,47.1,33.4,56.2,NA,22.9,726,362,364,157,244,NA,0,570,325
"The School
District Of
Greenville
County",Lakeview Middle School,2301066,M,"3801 Old Buncombe
Road",Greenville,SC,29617,6-8,787,864-355-6400,https://www.greenville.k12.sc.us/lakeview/,Nicole Puza,52,2017,The School District of Greenville County,Lakeview Middle School,M,15,46.7,14.8,45.7,24.6,44.7,NA,576,259,317,151,112,NA,NA,NA,313
"The School
District Of
Greenville
County",Lakeview Middle School,2301066,M,"3801 Old Buncombe
Road",Greenville,SC,29617,6-8,787,864-355-6400,https://www.greenville.k12.sc.us/lakeview/,Nicole Puza,52,2018,The School District Of Greenville County,Lakeview Middle School,M,18.5,47.6,18.1,50,23.4,NA,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",Lakeview Middle School,2301066,M,"3801 Old Buncombe
Road",Greenville,SC,29617,6-8,787,864-355-6400,https://www.greenville.k12.sc.us/lakeview/,Nicole Puza,52,2019,The School District Of Greenville County,Lakeview Middle School,M,20.2,45.6,17,51.3,24.3,NA,51.1,669,294,375,160,94,NA,0,594,415
"The School
District Of
Greenville
County",Lakeview Middle School,2301066,M,"3801 Old Buncombe
Road",Greenville,SC,29617,6-8,787,864-355-6400,https://www.greenville.k12.sc.us/lakeview/,Nicole Puza,52,2021,"The School
District Of
Greenville
County",Lakeview Middle School,M,17,55.5,8.5,63.2,23.4,NA,55.1,805,397,408,200,102,NA,0,735,503
"The School
District Of
Greenville
County",Mauldin Elementary School,2301067,E,1194 Holland Road,Simpsonville,SC,29681,PK-5,908,864-355-3700,https://www.greenville.k12.sc.us/mauldine/,Jennifer Dodds,39,2017,The School District of Greenville County,Mauldin Elementary,E,43.5,24.9,52.900000000000006,19.3,NA,NA,NA,942,456,486,416,398,NA,NA,NA,128
"The School
District Of
Greenville
County",Mauldin Elementary School,2301067,E,1194 Holland Road,Simpsonville,SC,29681,PK-5,908,864-355-3700,https://www.greenville.k12.sc.us/mauldine/,Jennifer Dodds,39,2018,The School District Of Greenville County,Mauldin Elementary,E,50,19.5,55.6,17.7,60.9,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",Mauldin Elementary School,2301067,E,1194 Holland Road,Simpsonville,SC,29681,PK-5,908,864-355-3700,https://www.greenville.k12.sc.us/mauldine/,Jennifer Dodds,39,2019,The School District Of Greenville County,Mauldin Elementary School,E,58.4,19.1,62.4,15.2,55.7,NA,20.1,1011,486,525,400,410,NA,0,590,201
"The School
District Of
Greenville
County",Mauldin Elementary School,2301067,E,1194 Holland Road,Simpsonville,SC,29681,PK-5,908,864-355-3700,https://www.greenville.k12.sc.us/mauldine/,Jennifer Dodds,39,2021,"The School
District Of
Greenville
County",Mauldin Elementary School,E,53.9,22.9,51.9,25.5,50.4,NA,28.2,927,462,465,399,310,NA,0,634,218
"The School
District Of
Greenville
County",Mitchell Road Elementary,2301068,E,4124 E North St.,Greenville,SC,29615,PK-5,557,864-355-6700,https://www.greenville.k12.sc.us/mitchell/,Amy Kern,29,2017,The School District of Greenville County,Mitchell Road Elementary,E,49,18.4,62,12.8,NA,NA,NA,596,312,284,204,269,NA,NA,NA,123
"The School
District Of
Greenville
County",Mitchell Road Elementary,2301068,E,4124 E North St.,Greenville,SC,29615,PK-5,557,864-355-6700,https://www.greenville.k12.sc.us/mitchell/,Amy Kern,29,2018,The School District Of Greenville County,Mitchell Road Elementary,E,57.8,16,70.5,10.9,68.9,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County",Mitchell Road Elementary,2301068,E,4124 E North St.,Greenville,SC,29615,PK-5,557,864-355-6700,https://www.greenville.k12.sc.us/mitchell/,Amy Kern,29,2019,The School District Of Greenville County,Mitchell Road Elementary,E,68.1,16.2,71.2,10.8,64,NA,11.6,583,296,287,148,251,NA,0,369,184
"The School
District Of
Greenville
County",Mitchell Road Elementary,2301068,E,4124 E North St.,Greenville,SC,29615,PK-5,557,864-355-6700,https://www.greenville.k12.sc.us/mitchell/,Amy Kern,29,2021,"The School
District Of
Greenville
County",Mitchell Road Elementary,E,57.6,18.9,56.1,20.7,58.1,NA,17.6,589,274,315,144,249,NA,0,406,196
"The School
District Of
Greenville
County","Monaview Elementary
School",2301069,E,10 Monaview Street,Greenville,SC,29617,PK-5,562,"864.355.4300
",https://www.greenville.k12.sc.us/monaview/,"Damon M.
Qualls",39,2017,The School District of Greenville County,Monaview Elementary School,E,21.3,39.3,31.9,27.9,NA,NA,NA,569,268,301,80,118,NA,NA,NA,371
"The School
District Of
Greenville
County","Monaview Elementary
School",2301069,E,10 Monaview Street,Greenville,SC,29617,PK-5,562,"864.355.4300
",https://www.greenville.k12.sc.us/monaview/,"Damon M.
Qualls",39,2018,The School District Of Greenville County,Monaview Elementary School,E,25.4,36.2,47.3,23.5,35.4,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The School
District Of
Greenville
County","Monaview Elementary
School",2301069,E,10 Monaview Street,Greenville,SC,29617,PK-5,562,"864.355.4300
",https://www.greenville.k12.sc.us/monaview/,"Damon M.
Qualls",39,2019,The School District Of Greenville County,Monaview Elementary School,E,34.6,28.8,58.8,14.8,48.2,NA,21.7,609,300,309,80,87,NA,0,522,442
"The School
District Of
Greenville
County","Monaview Elementary
School",2301069,E,10 Monaview Street,Greenville,SC,29617,PK-5,562,"864.355.4300
",https://www.greenville.k12.sc.us/monaview/,"Damon M.
Qualls",39,2021,"The School
District Of
Greenville
County","Monaview Elementary
School",E,25.6,46.1,42.1,30.8,34.5,NA,32.8,557,286,271,66,64,NA,0,490,427
